date,daypart,station,total_avails,booked,remaining
2024-08-27,EM,KULR-TV,1,0,1
2024-08-28,EM,KULR-TV,1,0,1
2024-08-29,EM,KULR-TV,3,2,1
2024-08-30,EM,KULR-TV,0,0,0
2024-08-31,EM,KULR-TV,2,1,1
2024-09-01,EM,KULR-TV,2,1,1
2024-09-02,EM,KULR-TV,7,5,2
2024-09-03,EM,KULR-TV,5,4,1
2024-09-04,EM,KULR-TV,1,1,0
2024-09-05,EM,KULR-TV,4,3,1
2024-09-06,EM,KULR-TV,1,1,0
2024-09-07,EM,KULR-TV,3,3,0
2024-09-08,EM,KULR-TV,2,0,2
2024-09-09,EM,KULR-TV,3,1,2
2024-09-10,EM,KULR-TV,3,2,1
2024-09-11,EM,KULR-TV,2,1,1
2024-09-12,EM,KULR-TV,3,1,2
2024-09-13,EM,KULR-TV,4,2,2
2024-09-14,EM,KULR-TV,1,1,0
2024-09-15,EM,KULR-TV,1,0,1
2024-09-16,EM,KULR-TV,0,0,0
2024-09-17,EM,KULR-TV,2,0,2
2024-09-18,EM,KULR-TV,2,2,0
2024-09-19,EM,KULR-TV,2,1,1
2024-09-20,EM,KULR-TV,4,4,0
2024-09-21,EM,KULR-TV,4,2,2
2024-09-22,EM,KULR-TV,2,1,1
2024-09-23,EM,KULR-TV,5,4,1
2024-09-24,EM,KULR-TV,0,0,0
2024-09-25,EM,KULR-TV,2,1,1
2024-09-26,EM,KULR-TV,3,1,2
2024-09-27,EM,KULR-TV,1,0,1
2024-09-28,EM,KULR-TV,3,3,0
2024-09-29,EM,KULR-TV,3,2,1
2024-09-30,EM,KULR-TV,4,3,1
2024-10-01,EM,KULR-TV,3,2,1
2024-10-02,EM,KULR-TV,0,0,0
2024-10-03,EM,KULR-TV,2,1,1
2024-10-04,EM,KULR-TV,4,3,1
2024-10-05,EM,KULR-TV,0,0,0
2024-10-06,EM,KULR-TV,0,0,0
2024-10-07,EM,KULR-TV,3,3,0
2024-10-08,EM,KULR-TV,0,0,0
2024-10-09,EM,KULR-TV,2,1,1
2024-10-10,EM,KULR-TV,1,1,0
2024-10-11,EM,KULR-TV,2,1,1
2024-10-12,EM,KULR-TV,6,5,1
2024-10-13,EM,KULR-TV,2,1,1
2024-10-14,EM,KULR-TV,4,2,2
2024-10-15,EM,KULR-TV,4,3,1
2024-10-16,EM,KULR-TV,5,4,1
2024-10-17,EM,KULR-TV,5,3,2
2024-10-18,EM,KULR-TV,4,2,2
2024-10-19,EM,KULR-TV,2,1,1
2024-10-20,EM,KULR-TV,3,2,1
2024-10-21,EM,KULR-TV,3,1,2
2024-10-22,EM,KULR-TV,3,3,0
2024-10-23,EM,KULR-TV,5,4,1
2024-10-24,EM,KULR-TV,1,0,1
2024-10-25,EM,KULR-TV,1,0,1
2024-10-26,EM,KULR-TV,2,2,0
2024-10-27,EM,KULR-TV,3,1,2
2024-10-28,EM,KULR-TV,3,2,1
2024-10-29,EM,KULR-TV,2,1,1
2024-10-30,EM,KULR-TV,1,0,1
2024-10-31,EM,KULR-TV,2,1,1
2024-11-01,EM,KULR-TV,1,1,0
2024-11-02,EM,KULR-TV,6,5,1
2024-11-03,EM,KULR-TV,5,3,2
2024-11-04,EM,KULR-TV,2,1,1
2024-11-05,EM,KULR-TV,4,3,1
2024-11-06,EM,KULR-TV,3,2,1
2024-11-07,EM,KULR-TV,3,3,0
2024-11-08,EM,KULR-TV,3,2,1
2024-11-09,EM,KULR-TV,4,2,2
2024-11-10,EM,KULR-TV,1,1,0
2024-11-11,EM,KULR-TV,1,0,1
2024-11-12,EM,KULR-TV,3,2,1
2024-11-13,EM,KULR-TV,2,1,1
2024-11-14,EM,KULR-TV,1,0,1
2024-11-15,EM,KULR-TV,2,1,1
2024-11-16,EM,KULR-TV,3,2,1
2024-11-17,EM,KULR-TV,1,0,1
2024-11-18,EM,KULR-TV,2,1,1
2024-11-19,EM,KULR-TV,2,1,1
2024-11-20,EM,KULR-TV,2,1,1
2024-11-21,EM,KULR-TV,2,1,1
2024-11-22,EM,KULR-TV,5,3,2
2024-11-23,EM,KULR-TV,3,2,1
2024-11-24,EM,KULR-TV,3,2,1
2024-11-25,EM,KULR-TV,1,0,1
2024-11-26,EM,KULR-TV,1,1,0
2024-11-27,EM,KULR-TV,7,6,1
2024-11-28,EM,KULR-TV,5,3,2
2024-11-29,EM,KULR-TV,2,2,0
2024-11-30,EM,KULR-TV,1,1,0
2024-12-01,EM,KULR-TV,2,1,1
2024-12-02,EM,KULR-TV,2,0,2
2024-12-03,EM,KULR-TV,2,1,1
2024-12-04,EM,KULR-TV,1,0,1
2024-12-05,EM,KULR-TV,3,1,2
2024-12-06,EM,KULR-TV,2,0,2
2024-12-07,EM,KULR-TV,3,3,0
2024-12-08,EM,KULR-TV,4,4,0
2024-12-09,EM,KULR-TV,2,1,1
2024-12-10,EM,KULR-TV,2,1,1
2024-12-11,EM,KULR-TV,3,1,2
2024-12-12,EM,KULR-TV,3,2,1
2024-12-13,EM,KULR-TV,2,1,1
2024-12-14,EM,KULR-TV,1,1,0
2024-12-15,EM,KULR-TV,2,0,2
2024-12-16,EM,KULR-TV,3,1,2
2024-12-17,EM,KULR-TV,1,1,0
2024-12-18,EM,KULR-TV,3,2,1
2024-12-19,EM,KULR-TV,1,0,1
2024-12-20,EM,KULR-TV,5,3,2
2024-12-21,EM,KULR-TV,2,1,1
2024-12-22,EM,KULR-TV,3,1,2
2024-12-23,EM,KULR-TV,3,2,1
2024-12-24,EM,KULR-TV,2,1,1
2024-12-25,EM,KULR-TV,1,1,0
2024-12-26,EM,KULR-TV,1,0,1
2024-12-27,EM,KULR-TV,2,0,2
2024-12-28,EM,KULR-TV,1,0,1
2024-12-29,EM,KULR-TV,2,1,1
2024-12-30,EM,KULR-TV,3,3,0
2024-12-31,EM,KULR-TV,4,3,1
2025-01-01,EM,KULR-TV,6,4,2
2025-01-02,EM,KULR-TV,2,1,1
2025-01-03,EM,KULR-TV,2,1,1
2025-01-04,EM,KULR-TV,2,1,1
2025-01-05,EM,KULR-TV,2,2,0
2025-01-06,EM,KULR-TV,2,1,1
2025-01-07,EM,KULR-TV,4,4,0
2025-01-08,EM,KULR-TV,2,2,0
2025-01-09,EM,KULR-TV,3,3,0
2025-01-10,EM,KULR-TV,1,0,1
2025-01-11,EM,KULR-TV,4,2,2
2025-01-12,EM,KULR-TV,0,0,0
2025-01-13,EM,KULR-TV,3,1,2
2025-01-14,EM,KULR-TV,0,0,0
2025-01-15,EM,KULR-TV,2,2,0
2025-01-16,EM,KULR-TV,2,1,1
2025-01-17,EM,KULR-TV,1,0,1
2025-01-18,EM,KULR-TV,1,0,1
2025-01-19,EM,KULR-TV,1,1,0
2025-01-20,EM,KULR-TV,2,0,2
2025-01-21,EM,KULR-TV,2,2,0
2025-01-22,EM,KULR-TV,1,0,1
2025-01-23,EM,KULR-TV,4,3,1
2025-01-24,EM,KULR-TV,2,2,0
2025-01-25,EM,KULR-TV,4,3,1
2025-01-26,EM,KULR-TV,4,3,1
2025-01-27,EM,KULR-TV,4,3,1
2025-01-28,EM,KULR-TV,3,1,2
2025-01-29,EM,KULR-TV,4,2,2
2025-01-30,EM,KULR-TV,1,1,0
2025-01-31,EM,KULR-TV,2,1,1
2025-02-01,EM,KULR-TV,0,0,0
2025-02-02,EM,KULR-TV,3,3,0
2025-02-03,EM,KULR-TV,0,0,0
2025-02-04,EM,KULR-TV,1,1,0
2025-02-05,EM,KULR-TV,2,1,1
2025-02-06,EM,KULR-TV,0,0,0
2025-02-07,EM,KULR-TV,1,1,0
2025-02-08,EM,KULR-TV,2,1,1
2025-02-09,EM,KULR-TV,2,0,2
2025-02-10,EM,KULR-TV,3,2,1
2025-02-11,EM,KULR-TV,1,1,0
2025-02-12,EM,KULR-TV,4,3,1
2025-02-13,EM,KULR-TV,1,1,0
2025-02-14,EM,KULR-TV,0,0,0
2025-02-15,EM,KULR-TV,2,0,2
2025-02-16,EM,KULR-TV,2,1,1
2025-02-17,EM,KULR-TV,2,0,2
2025-02-18,EM,KULR-TV,2,1,1
2025-02-19,EM,KULR-TV,2,1,1
2025-02-20,EM,KULR-TV,3,1,2
2025-02-21,EM,KULR-TV,2,2,0
2025-02-22,EM,KULR-TV,3,2,1
2025-02-23,EM,KULR-TV,0,0,0
2025-02-24,EM,KULR-TV,2,1,1
2025-02-25,EM,KULR-TV,0,0,0
2025-02-26,EM,KULR-TV,2,1,1
2025-02-27,EM,KULR-TV,2,1,1
2025-02-28,EM,KULR-TV,4,3,1
2025-03-01,EM,KULR-TV,2,1,1
2025-03-02,EM,KULR-TV,2,1,1
2025-03-03,EM,KULR-TV,3,3,0
2025-03-04,EM,KULR-TV,4,4,0
2025-03-05,EM,KULR-TV,1,1,0
2025-03-06,EM,KULR-TV,6,5,1
2025-03-07,EM,KULR-TV,3,2,1
2025-03-08,EM,KULR-TV,3,3,0
2025-03-09,EM,KULR-TV,4,2,2
2025-03-10,EM,KULR-TV,3,2,1
2025-03-11,EM,KULR-TV,2,1,1
2025-03-12,EM,KULR-TV,1,0,1
2025-03-13,EM,KULR-TV,2,2,0
2025-03-14,EM,KULR-TV,1,1,0
2025-03-15,EM,KULR-TV,0,0,0
2025-03-16,EM,KULR-TV,3,2,1
2025-03-17,EM,KULR-TV,0,0,0
2025-03-18,EM,KULR-TV,2,2,0
2025-03-19,EM,KULR-TV,1,0,1
2025-03-20,EM,KULR-TV,2,2,0
2025-03-21,EM,KULR-TV,2,1,1
2025-03-22,EM,KULR-TV,1,0,1
2025-03-23,EM,KULR-TV,2,1,1
2025-03-24,EM,KULR-TV,2,1,1
2025-03-25,EM,KULR-TV,2,2,0
2025-03-26,EM,KULR-TV,1,0,1
2025-03-27,EM,KULR-TV,1,1,0
2025-03-28,EM,KULR-TV,1,0,1
2025-03-29,EM,KULR-TV,2,1,1
2025-03-30,EM,KULR-TV,1,1,0
2025-03-31,EM,KULR-TV,1,0,1
2024-01-01,DT,KULR-TV,6,4,2
2024-01-02,DT,KULR-TV,5,4,1
2024-01-03,DT,KULR-TV,6,3,3
2024-01-04,DT,KULR-TV,6,5,1
2024-01-05,DT,KULR-TV,3,1,2
2024-01-06,DT,KULR-TV,3,0,3
2024-01-07,DT,KULR-TV,3,1,2
2024-01-08,DT,KULR-TV,4,2,2
2024-01-09,DT,KULR-TV,7,6,1
2024-01-10,DT,KULR-TV,4,2,2
2024-01-11,DT,KULR-TV,5,2,3
2024-01-12,DT,KULR-TV,1,0,1
2024-01-13,DT,KULR-TV,4,3,1
2024-01-14,DT,KULR-TV,4,3,1
2024-01-15,DT,KULR-TV,2,0,2
2024-01-16,DT,KULR-TV,6,3,3
2024-01-17,DT,KULR-TV,2,0,2
2024-01-18,DT,KULR-TV,4,2,2
2024-01-19,DT,KULR-TV,3,2,1
2024-01-20,DT,KULR-TV,4,3,1
2024-01-21,DT,KULR-TV,5,3,2
2024-01-22,DT,KULR-TV,3,2,1
2024-01-23,DT,KULR-TV,3,1,2
2024-01-24,DT,KULR-TV,7,4,3
2024-01-25,DT,KULR-TV,4,1,3
2024-01-26,DT,KULR-TV,4,2,2
2024-01-27,DT,KULR-TV,3,0,3
2024-01-28,DT,KULR-TV,7,4,3
2024-01-29,DT,KULR-TV,2,1,1
2024-01-30,DT,KULR-TV,6,3,3
2024-01-31,DT,KULR-TV,4,1,3
2024-02-01,DT,KULR-TV,2,1,1
2024-02-02,DT,KULR-TV,5,3,2
2024-02-03,DT,KULR-TV,3,1,2
2024-02-04,DT,KULR-TV,3,1,2
2024-02-05,DT,KULR-TV,6,3,3
2024-02-06,DT,KULR-TV,2,1,1
2024-02-07,DT,KULR-TV,3,1,2
2024-02-08,DT,KULR-TV,5,3,2
2024-02-09,DT,KULR-TV,9,6,3
2024-02-10,DT,KULR-TV,3,2,1
2024-02-11,DT,KULR-TV,6,4,2
2024-02-12,DT,KULR-TV,4,1,3
2024-02-13,DT,KULR-TV,3,2,1
2024-02-14,DT,KULR-TV,0,0,0
2024-02-15,DT,KULR-TV,2,1,1
2024-02-16,DT,KULR-TV,4,2,2
2024-02-17,DT,KULR-TV,4,3,1
2024-02-18,DT,KULR-TV,4,1,3
2024-02-19,DT,KULR-TV,4,1,3
2024-02-20,DT,KULR-TV,1,0,1
2024-02-21,DT,KULR-TV,1,0,1
2024-02-22,DT,KULR-TV,2,0,2
2024-02-23,DT,KULR-TV,4,3,1
2024-02-24,DT,KULR-TV,2,1,1
2024-02-25,DT,KULR-TV,1,1,0
2024-02-26,DT,KULR-TV,2,0,2
2024-02-27,DT,KULR-TV,0,0,0
2024-02-28,DT,KULR-TV,1,0,1
2024-02-29,DT,KULR-TV,5,2,3
2024-03-01,DT,KULR-TV,4,3,1
2024-03-02,DT,KULR-TV,5,3,2
2024-03-03,DT,KULR-TV,2,0,2
2024-03-04,DT,KULR-TV,6,3,3
2024-03-05,DT,KULR-TV,3,3,0
2024-03-06,DT,KULR-TV,4,2,2
2024-03-07,DT,KULR-TV,5,3,2
2024-03-08,DT,KULR-TV,6,5,1
2024-03-09,DT,KULR-TV,1,0,1
2024-03-10,DT,KULR-TV,1,1,0
2024-03-11,DT,KULR-TV,4,2,2
2024-03-12,DT,KULR-TV,1,1,0
2024-03-13,DT,KULR-TV,6,3,3
2024-03-14,DT,KULR-TV,5,3,2
2024-03-15,DT,KULR-TV,7,4,3
2024-03-16,DT,KULR-TV,1,0,1
2024-03-17,DT,KULR-TV,4,1,3
2024-03-18,DT,KULR-TV,3,1,2
2024-03-19,DT,KULR-TV,5,2,3
2024-03-20,DT,KULR-TV,5,4,1
2024-03-21,DT,KULR-TV,2,1,1
2024-03-22,DT,KULR-TV,6,3,3
2024-03-23,DT,KULR-TV,2,1,1
2024-03-24,DT,KULR-TV,2,0,2
2024-03-25,DT,KULR-TV,4,2,2
2024-03-26,DT,KULR-TV,4,2,2
2024-03-27,DT,KULR-TV,3,1,2
2024-03-28,DT,KULR-TV,6,4,2
2024-03-29,DT,KULR-TV,5,2,3
2024-03-30,DT,KULR-TV,4,2,2
2024-03-31,DT,KULR-TV,2,1,1
2024-04-01,DT,KULR-TV,3,1,2
2024-04-02,DT,KULR-TV,2,0,2
2024-04-03,DT,KULR-TV,4,1,3
2024-04-04,DT,KULR-TV,7,4,3
2024-04-05,DT,KULR-TV,3,1,2
2024-04-06,DT,KULR-TV,5,2,3
2024-04-07,DT,KULR-TV,5,5,0
2024-04-08,DT,KULR-TV,2,1,1
2024-04-09,DT,KULR-TV,2,0,2
2024-04-10,DT,KULR-TV,2,1,1
2024-04-11,DT,KULR-TV,5,3,2
2024-04-12,DT,KULR-TV,3,1,2
2024-04-13,DT,KULR-TV,2,1,1
2024-04-14,DT,KULR-TV,4,2,2
2024-04-15,DT,KULR-TV,0,0,0
2024-04-16,DT,KULR-TV,3,1,2
2024-04-17,DT,KULR-TV,3,1,2
2024-04-18,DT,KULR-TV,2,1,1
2024-04-19,DT,KULR-TV,4,2,2
2024-04-20,DT,KULR-TV,1,1,0
2024-04-21,DT,KULR-TV,3,2,1
2024-04-22,DT,KULR-TV,3,1,2
2024-04-23,DT,KULR-TV,2,1,1
2024-04-24,DT,KULR-TV,2,0,2
2024-04-25,DT,KULR-TV,1,0,1
2024-04-26,DT,KULR-TV,2,1,1
2024-04-27,DT,KULR-TV,3,1,2
2024-04-28,DT,KULR-TV,3,2,1
2024-04-29,DT,KULR-TV,5,3,2
2024-04-30,DT,KULR-TV,8,5,3
2024-05-01,DT,KULR-TV,3,0,3
2024-05-02,DT,KULR-TV,5,4,1
2024-05-03,DT,KULR-TV,4,1,3
2024-05-04,DT,KULR-TV,2,0,2
2024-05-05,DT,KULR-TV,4,3,1
2024-05-06,DT,KULR-TV,3,1,2
2024-05-07,DT,KULR-TV,7,5,2
2024-05-08,DT,KULR-TV,4,2,2
2024-05-09,DT,KULR-TV,2,1,1
2024-05-10,DT,KULR-TV,3,2,1
2024-05-11,DT,KULR-TV,3,3,0
2024-05-12,DT,KULR-TV,3,0,3
2024-05-13,DT,KULR-TV,6,4,2
2024-05-14,DT,KULR-TV,4,1,3
2024-05-15,DT,KULR-TV,5,3,2
2024-05-16,DT,KULR-TV,2,1,1
2024-05-17,DT,KULR-TV,1,0,1
2024-05-18,DT,KULR-TV,3,2,1
2024-05-19,DT,KULR-TV,2,0,2
2024-05-20,DT,KULR-TV,5,2,3
2024-05-21,DT,KULR-TV,4,3,1
2024-05-22,DT,KULR-TV,1,0,1
2024-05-23,DT,KULR-TV,6,4,2
2024-05-24,DT,KULR-TV,1,1,0
2024-05-25,DT,KULR-TV,5,2,3
2024-05-26,DT,KULR-TV,2,1,1
2024-05-27,DT,KULR-TV,6,3,3
2024-05-28,DT,KULR-TV,2,0,2
2024-05-29,DT,KULR-TV,4,2,2
2024-05-30,DT,KULR-TV,5,3,2
2024-05-31,DT,KULR-TV,1,0,1
2024-06-01,DT,KULR-TV,4,3,1
2024-06-02,DT,KULR-TV,4,2,2
2024-06-03,DT,KULR-TV,5,3,2
2024-06-04,DT,KULR-TV,3,2,1
2024-06-05,DT,KULR-TV,6,4,2
2024-06-06,DT,KULR-TV,3,2,1
2024-06-07,DT,KULR-TV,6,4,2
2024-06-08,DT,KULR-TV,2,0,2
2024-06-09,DT,KULR-TV,2,0,2
2024-06-10,DT,KULR-TV,4,3,1
2024-06-11,DT,KULR-TV,4,3,1
2024-06-12,DT,KULR-TV,8,5,3
2024-06-13,DT,KULR-TV,6,4,2
2024-06-14,DT,KULR-TV,6,5,1
2024-06-15,DT,KULR-TV,5,2,3
2024-06-16,DT,KULR-TV,6,3,3
2024-06-17,DT,KULR-TV,1,1,0
2024-06-18,DT,KULR-TV,7,4,3
2024-06-19,DT,KULR-TV,3,1,2
2024-06-20,DT,KULR-TV,4,2,2
2024-06-21,DT,KULR-TV,3,2,1
2024-06-22,DT,KULR-TV,3,2,1
2024-06-23,DT,KULR-TV,4,1,3
2024-06-24,DT,KULR-TV,4,3,1
2024-06-25,DT,KULR-TV,5,2,3
2024-06-26,DT,KULR-TV,4,1,3
2024-06-27,DT,KULR-TV,3,1,2
2024-06-28,DT,KULR-TV,3,1,2
2024-06-29,DT,KULR-TV,2,0,2
2024-06-30,DT,KULR-TV,1,1,0
2024-07-01,DT,KULR-TV,4,2,2
2024-07-02,DT,KULR-TV,3,1,2
2024-07-03,DT,KULR-TV,3,2,1
2024-07-04,DT,KULR-TV,2,0,2
2024-07-05,DT,KULR-TV,2,1,1
2024-07-06,DT,KULR-TV,3,1,2
2024-07-07,DT,KULR-TV,6,5,1
2024-07-08,DT,KULR-TV,4,3,1
2024-07-09,DT,KULR-TV,4,3,1
2024-07-10,DT,KULR-TV,4,1,3
2024-07-11,DT,KULR-TV,3,2,1
2024-07-12,DT,KULR-TV,3,2,1
2024-07-13,DT,KULR-TV,4,2,2
2024-07-14,DT,KULR-TV,2,0,2
2024-07-15,DT,KULR-TV,0,0,0
2024-07-16,DT,KULR-TV,3,1,2
2024-07-17,DT,KULR-TV,2,2,0
2024-07-18,DT,KULR-TV,4,1,3
2024-07-19,DT,KULR-TV,2,1,1
2024-07-20,DT,KULR-TV,3,1,2
2024-07-21,DT,KULR-TV,2,1,1
2024-07-22,DT,KULR-TV,3,2,1
2024-07-23,DT,KULR-TV,4,2,2
2024-07-24,DT,KULR-TV,5,4,1
2024-07-25,DT,KULR-TV,4,2,2
2024-07-26,DT,KULR-TV,3,2,1
2024-07-27,DT,KULR-TV,3,2,1
2024-07-28,DT,KULR-TV,4,3,1
2024-07-29,DT,KULR-TV,6,3,3
2024-07-30,DT,KULR-TV,5,2,3
2024-07-31,DT,KULR-TV,5,2,3
2024-08-01,DT,KULR-TV,1,0,1
2024-08-02,DT,KULR-TV,4,1,3
2024-08-03,DT,KULR-TV,4,2,2
2024-08-04,DT,KULR-TV,4,1,3
2024-08-05,DT,KULR-TV,1,0,1
2024-08-06,DT,KULR-TV,5,3,2
2024-08-07,DT,KULR-TV,2,2,0
2024-08-08,DT,KULR-TV,3,1,2
2024-08-09,DT,KULR-TV,4,4,0
2024-08-10,DT,KULR-TV,7,4,3
2024-08-11,DT,KULR-TV,1,1,0
2024-08-12,DT,KULR-TV,4,2,2
2024-08-13,DT,KULR-TV,1,1,0
2024-08-14,DT,KULR-TV,5,2,3
2024-08-15,DT,KULR-TV,2,0,2
2024-08-16,DT,KULR-TV,1,0,1
2024-08-17,DT,KULR-TV,3,1,2
2024-08-18,DT,KULR-TV,1,0,1
2024-08-19,DT,KULR-TV,2,1,1
2024-08-20,DT,KULR-TV,4,2,2
2024-08-21,DT,KULR-TV,2,0,2
2024-08-22,DT,KULR-TV,2,0,2
2024-08-23,DT,KULR-TV,3,2,1
2024-08-24,DT,KULR-TV,1,1,0
2024-08-25,DT,KULR-TV,2,0,2
2024-08-26,DT,KULR-TV,4,3,1
2024-08-27,DT,KULR-TV,0,0,0
2024-08-28,DT,KULR-TV,5,4,1
2024-08-29,DT,KULR-TV,3,2,1
2024-08-30,DT,KULR-TV,2,1,1
2024-08-31,DT,KULR-TV,10,7,3
2024-09-01,DT,KULR-TV,5,3,2
2024-09-02,DT,KULR-TV,6,4,2
2024-09-03,DT,KULR-TV,8,5,3
2024-09-04,DT,KULR-TV,3,2,1
2024-09-05,DT,KULR-TV,3,1,2
2024-09-06,DT,KULR-TV,4,2,2
2024-09-07,DT,KULR-TV,3,1,2
2024-09-08,DT,KULR-TV,6,3,3
2024-09-09,DT,KULR-TV,4,1,3
2024-09-10,DT,KULR-TV,6,5,1
2024-09-11,DT,KULR-TV,4,2,2
2024-09-12,DT,KULR-TV,3,1,2
2024-09-13,DT,KULR-TV,3,1,2
2024-09-14,DT,KULR-TV,5,3,2
2024-09-15,DT,KULR-TV,4,3,1
2024-09-16,DT,KULR-TV,4,2,2
2024-09-17,DT,KULR-TV,5,3,2
2024-09-18,DT,KULR-TV,4,2,2
2024-09-19,DT,KULR-TV,1,0,1
2024-09-20,DT,KULR-TV,3,1,2
2024-09-21,DT,KULR-TV,6,4,2
2024-09-22,DT,KULR-TV,8,6,2
2024-09-23,DT,KULR-TV,6,4,2
2024-09-24,DT,KULR-TV,6,5,1
2024-09-25,DT,KULR-TV,3,1,2
2024-09-26,DT,KULR-TV,3,2,1
2024-09-27,DT,KULR-TV,4,4,0
2024-09-28,DT,KULR-TV,5,5,0
2024-09-29,DT,KULR-TV,2,2,0
2024-09-30,DT,KULR-TV,3,2,1
2024-10-01,DT,KULR-TV,4,2,2
2024-10-02,DT,KULR-TV,5,3,2
2024-10-03,DT,KULR-TV,5,2,3
2024-10-04,DT,KULR-TV,5,2,3
2024-10-05,DT,KULR-TV,3,3,0
2024-10-06,DT,KULR-TV,6,3,3
2024-10-07,DT,KULR-TV,3,0,3
2024-10-08,DT,KULR-TV,5,3,2
2024-10-09,DT,KULR-TV,5,3,2
2024-10-10,DT,KULR-TV,2,1,1
2024-10-11,DT,KULR-TV,6,5,1
2024-10-12,DT,KULR-TV,4,4,0
2024-10-13,DT,KULR-TV,4,2,2
2024-10-14,DT,KULR-TV,7,5,2
2024-10-15,DT,KULR-TV,3,3,0
2024-10-16,DT,KULR-TV,1,0,1
2024-10-17,DT,KULR-TV,5,3,2
2024-10-18,DT,KULR-TV,4,3,1
2024-10-19,DT,KULR-TV,1,1,0
2024-10-20,DT,KULR-TV,3,2,1
2024-10-21,DT,KULR-TV,4,2,2
2024-10-22,DT,KULR-TV,3,1,2
2024-10-23,DT,KULR-TV,6,4,2
2024-10-24,DT,KULR-TV,5,3,2
2024-10-25,DT,KULR-TV,4,3,1
2024-10-26,DT,KULR-TV,6,4,2
2024-10-27,DT,KULR-TV,5,3,2
2024-10-28,DT,KULR-TV,5,2,3
2024-10-29,DT,KULR-TV,2,2,0
2024-10-30,DT,KULR-TV,4,2,2
2024-10-31,DT,KULR-TV,2,1,1
2024-11-01,DT,KULR-TV,4,2,2
2024-11-02,DT,KULR-TV,4,2,2
2024-11-03,DT,KULR-TV,4,2,2
2024-11-04,DT,KULR-TV,6,3,3
2024-11-05,DT,KULR-TV,2,1,1
2024-11-06,DT,KULR-TV,9,8,1
2024-11-07,DT,KULR-TV,5,3,2
2024-11-08,DT,KULR-TV,3,1,2
2024-11-09,DT,KULR-TV,4,3,1
2024-11-10,DT,KULR-TV,3,1,2
2024-11-11,DT,KULR-TV,3,1,2
2024-11-12,DT,KULR-TV,5,3,2
2024-11-13,DT,KULR-TV,7,4,3
2024-11-14,DT,KULR-TV,7,4,3
2024-11-15,DT,KULR-TV,4,3,1
2024-11-16,DT,KULR-TV,7,5,2
2024-11-17,DT,KULR-TV,4,4,0
2024-11-18,DT,KULR-TV,3,2,1
2024-11-19,DT,KULR-TV,5,3,2
2024-11-20,DT,KULR-TV,2,0,2
2024-11-21,DT,KULR-TV,5,2,3
2024-11-22,DT,KULR-TV,4,4,0
2024-11-23,DT,KULR-TV,5,5,0
2024-11-24,DT,KULR-TV,5,2,3
2024-11-25,DT,KULR-TV,8,5,3
2024-11-26,DT,KULR-TV,5,3,2
2024-11-27,DT,KULR-TV,0,0,0
2024-11-28,DT,KULR-TV,6,3,3
2024-11-29,DT,KULR-TV,6,4,2
2024-11-30,DT,KULR-TV,2,1,1
2024-12-01,DT,KULR-TV,2,0,2
2024-12-02,DT,KULR-TV,3,1,2
2024-12-03,DT,KULR-TV,7,4,3
2024-12-04,DT,KULR-TV,5,3,2
2024-12-05,DT,KULR-TV,1,0,1
2024-12-06,DT,KULR-TV,1,0,1
2024-12-07,DT,KULR-TV,2,1,1
2024-12-08,DT,KULR-TV,2,1,1
2024-12-09,DT,KULR-TV,4,1,3
2024-12-10,DT,KULR-TV,1,0,1
2024-12-11,DT,KULR-TV,3,3,0
2024-12-12,DT,KULR-TV,3,1,2
2024-12-13,DT,KULR-TV,7,7,0
2024-12-14,DT,KULR-TV,4,2,2
2024-12-15,DT,KULR-TV,11,8,3
2024-12-16,DT,KULR-TV,3,0,3
2024-12-17,DT,KULR-TV,3,3,0
2024-12-18,DT,KULR-TV,1,0,1
2024-12-19,DT,KULR-TV,3,1,2
2024-12-20,DT,KULR-TV,7,5,2
2024-12-21,DT,KULR-TV,4,2,2
2024-12-22,DT,KULR-TV,6,3,3
2024-12-23,DT,KULR-TV,1,1,0
2024-12-24,DT,KULR-TV,4,2,2
2024-12-25,DT,KULR-TV,4,1,3
2024-12-26,DT,KULR-TV,4,3,1
2024-12-27,DT,KULR-TV,2,1,1
2024-12-28,DT,KULR-TV,4,2,2
2024-12-29,DT,KULR-TV,2,2,0
2024-12-30,DT,KULR-TV,6,4,2
2024-12-31,DT,KULR-TV,2,0,2
2025-01-01,DT,KULR-TV,7,5,2
2025-01-02,DT,KULR-TV,0,0,0
2025-01-03,DT,KULR-TV,6,3,3
2025-01-04,DT,KULR-TV,4,2,2
2025-01-05,DT,KULR-TV,7,4,3
2025-01-06,DT,KULR-TV,9,6,3
2025-01-07,DT,KULR-TV,8,6,2
2025-01-08,DT,KULR-TV,6,4,2
2025-01-09,DT,KULR-TV,4,3,1
2025-01-10,DT,KULR-TV,2,1,1
2025-01-11,DT,KULR-TV,4,1,3
2025-01-12,DT,KULR-TV,4,2,2
2025-01-13,DT,KULR-TV,5,3,2
2025-01-14,DT,KULR-TV,4,3,1
2025-01-15,DT,KULR-TV,4,2,2
2025-01-16,DT,KULR-TV,6,4,2
2025-01-17,DT,KULR-TV,3,2,1
2025-01-18,DT,KULR-TV,6,4,2
2025-01-19,DT,KULR-TV,3,1,2
2025-01-20,DT,KULR-TV,7,4,3
2025-01-21,DT,KULR-TV,3,3,0
2025-01-22,DT,KULR-TV,4,1,3
2025-01-23,DT,KULR-TV,4,3,1
2025-01-24,DT,KULR-TV,5,4,1
